,term1,term2,cos_sim
0,1900,director,1.0
1,almost,1900,1.0
2,almost,director,1.0
3,<START>,<END>,0.9713016182926348
4,<START>,coronavirus,0.8583360495133483
5,coronavirus,<END>,0.8413200022533653
6,almost,toll,0.6944281799714316
7,toll,director,0.6944281799714316
8,1900,toll,0.6944281799714314
9,almost,hospital,0.5685163640563725
10,director,hospital,0.5685163640563724
11,1900,hospital,0.5685163640563724
12,rise,almost,0.4820089422954169
13,rise,director,0.4820089422954169
14,rise,1900,0.4820089422954168
15,death,director,0.3853834464218402
16,almost,death,0.3853834464218402
17,1900,death,0.38538344642183997
18,wuhan,almost,0.3806000405958674
19,wuhan,director,0.3806000405958673
20,wuhan,1900,0.3806000405958673
21,medium,almost,0.367452272842401
22,medium,director,0.367452272842401
23,medium,1900,0.3674522728424009
24,global,director,0.3401848710979323
25,almost,global,0.3401848710979323
26,1900,global,0.34018487109793216
27,death,toll,0.33129726625939926
28,state,1900,0.3312640400947784
29,state,director,0.3312640400947784
30,state,almost,0.3312640400947784
31,rise,toll,0.3078142786887976
32,toll,hospital,0.30204311393891836
33,state,death,0.28327788705078527
34,report,almost,0.27463098612114
35,report,director,0.27463098612114
36,report,1900,0.2746309861211399
37,wuhan,hospital,0.2583018025970204
38,:,coronavirus,0.2216352201094578
39,medium,wuhan,0.21770303482028364
40,<START>,:,0.20902987694264885
41,:,<END>,0.193818459043264
42,report,hospital,0.19223802395135892
43,rise,hospital,0.18802741162913827
44,state,toll,0.18650837348040905
45,medium,toll,0.17200567618979212
46,wuhan,toll,0.16606706310432096
47,global,toll,0.16104328373573573
48,death,global,0.14101499845250332
49,state,report,0.1327917312486716
50,medium,hospital,0.12888182956129213
51,global,hospital,0.11456832402268358
52,rise,wuhan,0.11442635888006636
53,medium,rise,0.10881092948353488
54,death,coronavirus,0.10653183777806885
55,state,rise,0.10579123862767159
56,medium,death,0.09924696354431728
57,rise,global,0.0950721503877705
58,rise,death,0.09241152933187258
59,medium,state,0.0919752467227104
60,state,hospital,0.08697473810313372
61,report,toll,0.08438297425486208
62,death,hospital,0.08425926601409606
63,report,wuhan,0.0798763452167982
64,medium,global,0.07517571858901773
65,death,<END>,0.07483417413496052
66,<START>,death,0.07320981805211457
67,report,death,0.06958282312947739
68,wuhan,coronavirus,0.0655206389820625
69,report,<END>,0.06078689564554818
70,report,<START>,0.06015749319324448
71,state,wuhan,0.057152021343315096
72,rise,<START>,-0.05158466916594562
73,1900,:,0.051202597748639556
74,:,director,0.051202597748639556
75,almost,:,0.051202597748639445
76,state,coronavirus,0.04998328491388593
77,<END>,hospital,-0.049939366740876734
78,wuhan,:,0.04746108101908042
79,report,rise,0.04692872675972892
80,report,:,0.04446778705016419
81,report,coronavirus,0.041750007190136995
82,:,death,0.0392130771378556
83,wuhan,global,0.03873725142582807
84,rise,coronavirus,-0.03801000247394026
85,toll,<END>,0.03478622433432932
86,<START>,global,0.034724499149664134
87,<START>,toll,0.03354107666403805
88,wuhan,<END>,0.03021036969490809
89,:,global,0.030138450570592834
90,medium,coronavirus,0.02879430233920377
91,rise,<END>,-0.027733524690550126
92,medium,<START>,0.02594151765259578
93,<START>,hospital,-0.02586081767912085
94,medium,<END>,0.02518809756304352
95,global,<END>,0.023216769716155383
96,medium,report,0.020204596969076616
97,report,global,-0.018300270254918205
98,1900,<END>,0.01821459126415259
99,almost,<END>,0.01821459126415248
100,director,<END>,0.01821459126415248
101,rise,:,0.017418573090841494
102,medium,:,0.016311045526920753
103,coronavirus,hospital,-0.01611789030057298
104,wuhan,death,0.01313364527037042
105,:,hospital,-0.010255698520970302
106,1900,<START>,0.009907886798680932
107,<START>,director,0.00990788679868082
108,almost,<START>,0.00990788679868082
109,state,<END>,0.009557481552253666
110,state,<START>,0.009076262720865036
111,state,global,-0.00866917062835637
112,state,:,0.006133872994516842
113,almost,coronavirus,0.0034302462119566446
114,1900,coronavirus,0.0034302462119566446
115,director,coronavirus,0.0034302462119566446
116,wuhan,<START>,0.0031786240132637422
117,:,toll,-0.002728149861904283
118,toll,coronavirus,0.0016100945234450714
119,global,coronavirus,-0.00023009728817147135
